$Flow file for segment 34,,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,,
JDAY,PH,Spill,Fish,
2458.5,72.23,0,1.7,9/23/2006
2459.5,73.05,0,1.7,9/24/2006
2460.5,70.21,0,1.7,9/25/2006
2461.5,72.76,0,1.7,9/26/2006
2462.5,70.53,0,1.7,9/27/2006
2463.5,71.6,0,1.7,9/28/2006
2464.5,71.85,0,1.7,9/29/2006
2465.5,71.81,0,1.7,9/30/2006
2466.5,73.73,0,1.7,10/1/2006
2467.5,70.49,0,1.7,10/2/2006
2468.5,63.98,0,1.7,10/3/2006
2469.5,66.09,0,1.7,10/4/2006
2470.5,61.4,0,1.7,10/5/2006
2471.5,64.35,0,1.7,10/6/2006
2472.5,64.66,0,1.7,10/7/2006
2473.5,65.4,0,1.7,10/8/2006
2474.5,66.16,0,1.7,10/9/2006
2475.5,65.69,0,1.7,10/10/2006
2476.5,62.83,0,1.7,10/11/2006
2477.5,65.72,0,1.7,10/12/2006
2478.5,61.42,0,1.7,10/13/2006
2479.5,57.86,0,1.7,10/14/2006
2480.5,53.89,0,1.7,10/15/2006
2481.5,58.54,0,1.7,10/16/2006
2482.5,57.37,0,1.7,10/17/2006
2483.5,56.25,0,1.7,10/18/2006
2484.5,55.03,0,1.7,10/19/2006
2485.5,56.25,0,1.7,10/20/2006
2486.5,57.43,0,1.7,10/21/2006
2487.5,55.91,0,1.7,10/22/2006
2488.5,56.86,0,1.7,10/23/2006
2489.5,56.91,0,1.7,10/24/2006
2490.5,55.48,0,1.7,10/25/2006
2491.5,54.43,0,1.7,10/26/2006
2492.5,54.76,0,1.7,10/27/2006
2493.5,57.96,0,1.7,10/28/2006
2494.5,55.35,0,1.7,10/29/2006
2495.5,57.17,0,1.7,10/30/2006
2496.5,57.3,0,1.7,10/31/2006
2497.5,56.18,0,1.68,11/1/2006
2498.5,55.01,0,1.7,11/2/2006
2499.5,56.98,0,1.7,11/3/2006
2500.5,57.36,0,1.7,11/4/2006
2501.5,56.21,0,1.7,11/5/2006
2502.5,59.59,0,1.7,11/6/2006
2503.5,56.93,0.01,1.7,11/7/2006
2504.5,56.47,0,1.7,11/8/2006
2505.5,55.72,0,1.7,11/9/2006
2506.5,56,0,1.7,11/10/2006
2507.5,56.22,0,1.7,11/11/2006
2508.5,57.53,0,1.7,11/12/2006
2509.5,57.75,0.03,1.7,11/13/2006
2510.5,57.41,0,1.7,11/14/2006
2511.5,62.97,0,1.7,11/15/2006
2512.5,55.9,0,1.7,11/16/2006
2513.5,59.66,0,1.7,11/17/2006
2514.5,58.68,0,1.7,11/18/2006
2515.5,59.08,0,1.7,11/19/2006
2516.5,57.65,0,1.7,11/20/2006
2517.5,57.39,0,1.7,11/21/2006
2518.5,56.54,0,1.7,11/22/2006
2519.5,56.8,0,1.7,11/23/2006
2520.5,57.35,0,1.7,11/24/2006
2521.5,57.68,0,1.7,11/25/2006
2522.5,57.26,0,1.7,11/26/2006
2523.5,57.81,0,1.7,11/27/2006
2524.5,57.64,0,1.7,11/28/2006
2525.5,56.96,0,1.7,11/29/2006
2526.5,58.09,0,1.7,11/30/2006
2527.5,58.9,0,1.7,12/1/2006
2528.5,57.62,0,1.7,12/2/2006
2529.5,58.36,0,1.7,12/3/2006
2530.5,57.52,0,1.7,12/4/2006
2531.5,57.39,0,1.7,12/5/2006
2532.5,57.04,0,1.7,12/6/2006
2533.5,46.06,10.66,1.7,12/7/2006
2534.5,57.55,0,1.7,12/8/2006
2535.5,55.37,0,1.7,12/9/2006
2536.5,54.46,0,1.7,12/10/2006
2537.5,53.52,1.61,1.7,12/11/2006
2538.5,53.67,2.64,1.7,12/12/2006
2539.5,53.82,0,1.7,12/13/2006
2540.5,57.26,0,1.7,12/14/2006
2541.5,56.27,0,1.7,12/15/2006
2542.5,56.92,0,1.7,12/16/2006
2543.5,55.25,0,1.7,12/17/2006
2543.54,54.81,0,1.7,12/17/2006
2543.58,55.02,0,1.7,12/17/2006
2543.63,55.01,0,1.7,12/17/2006
2543.67,54.84,0,1.7,12/17/2006
2543.71,54.48,0,1.7,12/17/2006
2543.75,53.58,0,1.7,12/17/2006
2543.79,53.47,0,1.7,12/17/2006
2543.83,53.66,0,1.7,12/17/2006
2543.88,53.92,0,1.7,12/17/2006
2543.92,54.34,0,1.7,12/17/2006
2543.96,54.81,0,1.7,12/17/2006
2544,54.49,0,1.7,12/18/2006
2544.04,54.6,0,1.7,12/18/2006
2544.08,54.5,0,1.7,12/18/2006
2544.13,54.93,0,1.7,12/18/2006
2544.17,55.22,0,1.7,12/18/2006
2544.21,55.35,0,1.7,12/18/2006
2544.25,55.52,0,1.69,12/18/2006
2544.29,53.03,1.57,1.7,12/18/2006
2544.33,8.27,45.95,1.69,12/18/2006
2544.38,8.27,48.54,1.7,12/18/2006
2544.42,8.27,48.51,1.7,12/18/2006
2544.46,8.27,48.48,1.7,12/18/2006
2544.5,8.27,48.59,1.7,12/18/2006
2544.54,8.27,48.38,1.69,12/18/2006
2544.58,8.27,48.86,1.7,12/18/2006
2544.63,8.27,49.2,1.7,12/18/2006
2544.67,8.27,49.54,1.7,12/18/2006
2544.71,8.27,49.87,1.7,12/18/2006
2544.75,8.27,50.19,1.7,12/18/2006
2544.79,8.27,50.65,1.7,12/18/2006
2544.83,8.27,51.18,1.7,12/18/2006
2544.88,8.27,51.71,1.7,12/18/2006
2544.92,8.27,52.22,1.7,12/18/2006
2544.96,8.27,52.58,1.7,12/18/2006
2545,8.27,52.35,1.7,12/19/2006
2545.04,8.27,51.73,1.7,12/19/2006
2545.08,8.27,50.98,1.7,12/19/2006
2545.13,8.27,50.28,1.7,12/19/2006
2545.17,8.27,49.82,1.7,12/19/2006
2545.21,8.27,49.24,1.69,12/19/2006
2545.25,8.27,49.07,1.7,12/19/2006
2545.29,8.27,48.36,1.69,12/19/2006
2545.33,8.27,48.25,1.7,12/19/2006
2545.38,8.27,48.52,1.7,12/19/2006
2545.42,8.27,48.79,1.7,12/19/2006
2545.46,8.27,49.04,1.7,12/19/2006
2545.5,8.27,49.29,1.7,12/19/2006
2545.54,8.27,49.55,1.7,12/19/2006
2545.58,8.27,49.89,1.7,12/19/2006
2545.63,8.27,50.2,1.7,12/19/2006
2545.67,8.27,50.69,1.7,12/19/2006
2545.71,8.27,51.2,1.7,12/19/2006
2545.75,8.27,51.73,1.7,12/19/2006
2545.79,8.27,52.25,1.7,12/19/2006
2545.83,8.27,52.46,1.69,12/19/2006
2545.88,8.27,52.8,1.7,12/19/2006
2545.92,8.27,52.55,1.69,12/19/2006
2545.96,8.27,52.72,1.7,12/19/2006
2546,8.27,52.7,1.7,12/20/2006
2546.04,8.27,52.64,1.7,12/20/2006
2546.08,8.27,52.26,1.7,12/20/2006
2546.13,8.27,51.52,1.7,12/20/2006
2546.17,8.27,50.76,1.7,12/20/2006
2546.21,8.27,50.13,1.7,12/20/2006
2546.25,8.27,49.69,1.7,12/20/2006
2546.29,8.27,49.34,1.7,12/20/2006
2546.33,8.27,49.16,1.7,12/20/2006
2546.38,8.27,49.1,1.7,12/20/2006
2546.42,8.27,49.05,1.7,12/20/2006
2546.46,8.27,48.99,1.7,12/20/2006
2546.5,8.27,48.94,1.7,12/20/2006
2546.54,8.27,48.86,1.69,12/20/2006
2546.58,8.27,49.33,1.7,12/20/2006
2546.63,8.27,49.66,1.7,12/20/2006
2546.67,8.27,50.13,1.7,12/20/2006
2546.71,8.27,50.34,1.7,12/20/2006
2546.75,8.27,50.72,1.69,12/20/2006
2546.79,8.27,51.39,1.7,12/20/2006
2546.83,8.27,51.92,1.7,12/20/2006
2546.88,8.27,52.44,1.7,12/20/2006
2546.92,8.27,52.63,1.7,12/20/2006
2546.96,8.27,52.67,1.7,12/20/2006
2547,8.27,52.68,1.7,12/21/2006
2547.04,8.27,52.61,1.7,12/21/2006
2547.08,8.27,52.06,1.7,12/21/2006
2547.13,8.27,51.33,1.7,12/21/2006
2547.17,8.27,50.58,1.7,12/21/2006
2547.21,8.27,50.02,1.7,12/21/2006
2547.25,8.27,49.59,1.7,12/21/2006
2547.29,8.27,49.1,1.69,12/21/2006
2547.33,8.27,49.21,1.7,12/21/2006
2547.38,8.27,49.03,1.7,12/21/2006
2547.42,8.27,48.98,1.7,12/21/2006
2547.46,8.27,48.93,1.7,12/21/2006
2547.5,8.27,48.75,1.69,12/21/2006
2547.54,8.27,48.93,1.7,12/21/2006
2547.58,8.27,49.25,1.7,12/21/2006
2547.63,8.27,49.59,1.7,12/21/2006
2547.67,8.27,49.93,1.7,12/21/2006
2547.71,8.27,50.27,1.7,12/21/2006
2547.75,8.27,50.77,1.7,12/21/2006
2547.79,8.27,51.32,1.7,12/21/2006
2547.83,8.27,51.89,1.7,12/21/2006
2547.88,8.27,52.45,1.7,12/21/2006
2547.92,8.27,52.63,1.7,12/21/2006
2547.96,8.27,52.68,1.7,12/21/2006
2548,8.27,52.69,1.7,12/22/2006
2548.04,8.27,52.64,1.7,12/22/2006
2548.08,6.93,52.12,1.69,12/22/2006
2548.13,6.95,51.57,1.7,12/22/2006
2548.17,6.97,50.99,1.7,12/22/2006
2548.21,6.93,50.07,1.69,12/22/2006
2548.25,6.95,49.78,1.7,12/22/2006
2548.29,6.95,49.44,1.7,12/22/2006
2548.33,6.95,49.28,1.7,12/22/2006
2548.38,6.95,49.25,1.7,12/22/2006
2548.42,6.95,49.19,1.7,12/22/2006
2548.46,6.95,49.14,1.7,12/22/2006
2548.5,6.95,49.1,1.7,12/22/2006
2548.54,6.95,49.14,1.7,12/22/2006
2548.58,6.95,49.42,1.7,12/22/2006
2548.63,6.95,49.76,1.7,12/22/2006
2548.67,6.95,50.09,1.7,12/22/2006
2548.71,38.08,16.94,1.7,12/22/2006
2548.75,54.4,0,1.7,12/22/2006
2548.79,54.85,0,1.7,12/22/2006
2548.83,55.28,0,1.7,12/22/2006
2548.88,54.19,0,1.7,12/22/2006
2548.92,54.17,0,1.69,12/22/2006
2548.96,54.38,0,1.7,12/22/2006
2549,54.45,0,1.7,12/23/2006
2549.04,55.15,0,1.7,12/23/2006
2549.08,55.24,0,1.7,12/23/2006
2549.13,55.34,0,1.7,12/23/2006
2549.17,55.42,0,1.7,12/23/2006
2549.21,55.47,0,1.7,12/23/2006
2549.25,54.28,0,1.7,12/23/2006
2549.29,54.37,0,1.7,12/23/2006
2549.33,55.29,0,1.7,12/23/2006
2549.38,55.05,0,1.7,12/23/2006
2549.42,54.85,0,1.7,12/23/2006
2549.46,55.03,0,1.7,12/23/2006
2549.5,55.46,0,1.7,12/23/2006
2549.54,55.42,0,1.7,12/23/2006
2549.58,55.35,0,1.69,12/23/2006
2549.63,55.69,0,1.7,12/23/2006
2549.67,55.58,0,1.7,12/23/2006
2549.71,54.53,0,1.69,12/23/2006
2549.75,54.64,0,1.7,12/23/2006
2549.79,54.84,0,1.7,12/23/2006
2549.83,54.25,0,1.7,12/23/2006
2549.88,53.75,0,1.7,12/23/2006
2549.92,54.22,0,1.7,12/23/2006
2549.96,54.85,0,1.7,12/23/2006
2550,54.44,0,1.7,12/24/2006
2550.04,55.36,0,1.7,12/24/2006
2550.08,55.6,0,1.7,12/24/2006
2550.13,55.29,0,1.69,12/24/2006
2550.17,54.34,0,1.7,12/24/2006
2550.21,53.64,0,1.7,12/24/2006
2550.25,54.58,0,1.7,12/24/2006
2550.29,55.38,0,1.69,12/24/2006
2550.33,55.47,0,1.7,12/24/2006
2550.38,54.79,0,1.7,12/24/2006
2550.42,55,0,1.7,12/24/2006
2550.46,54.69,0,1.7,12/24/2006
2550.5,54.42,0,1.7,12/24/2006
2550.54,54.79,0,1.7,12/24/2006
2550.58,55.61,0,1.7,12/24/2006
2550.63,55.35,0,1.7,12/24/2006
2550.67,54.89,0,1.7,12/24/2006
2550.71,55.06,0,1.7,12/24/2006
2550.75,54.39,0,1.7,12/24/2006
2550.79,54.14,0,1.7,12/24/2006
2550.83,54.3,0,1.7,12/24/2006
2550.88,54.57,0,1.7,12/24/2006
2550.92,54.97,0,1.7,12/24/2006
2550.96,54.36,0,1.69,12/24/2006
2551,54.9,0,1.7,12/25/2006
2551.04,55.44,0,1.7,12/25/2006
2551.08,54.49,0,1.7,12/25/2006
2551.13,54.54,0,1.69,12/25/2006
2551.17,54.77,0,1.7,12/25/2006
2551.21,55.39,0,1.7,12/25/2006
2551.25,55.05,0,1.7,12/25/2006
2551.29,55.39,0,1.7,12/25/2006
2551.33,55.55,0,1.7,12/25/2006
2551.38,55.35,0,1.7,12/25/2006
2551.42,53.97,0,1.7,12/25/2006
2551.46,54.02,0,1.7,12/25/2006
2551.5,54.21,0,1.7,12/25/2006
2552.5,56.41,0,1.7,12/26/2006
2553.5,54.26,0,1.7,12/27/2006
2554.5,55.99,0,1.7,12/28/2006
2555.5,57,0,1.7,12/29/2006
2556.5,56.54,0,1.7,12/30/2006
2557.5,57.28,0,1.7,12/31/2006
2558.5,56.89,0,1.7,1/1/2007
2559.5,57.51,0,1.7,1/2/2007
2560.5,56.67,0,1.7,1/3/2007
2561.5,56.55,0,1.7,1/4/2007
2562.5,57.53,0,1.7,1/5/2007
2563.5,57.71,0,1.7,1/6/2007
2564.5,56.01,0,1.7,1/7/2007
2565.5,50.18,0,1.7,1/8/2007
2566.5,50.27,0,1.7,1/9/2007
2567.5,50.65,0,1.7,1/10/2007
2568.5,49.76,0,1.7,1/11/2007
2569.5,49.91,0,1.7,1/12/2007
2570.5,49.8,0,1.7,1/13/2007
2571.5,50.62,0,1.7,1/14/2007
2572.5,50.03,0,1.7,1/15/2007
2573.5,50.17,0,1.7,1/16/2007
2574.5,50.27,0,1.7,1/17/2007
2575.5,48.97,0,1.7,1/18/2007
2576.5,52.01,0,1.7,1/19/2007
2577.5,49.67,0,1.7,1/20/2007
2578.5,48.67,0,1.7,1/21/2007
2579.5,50.16,0,1.7,1/22/2007
2580.5,49.84,0,1.7,1/23/2007
2581.5,50.77,0,1.7,1/24/2007
2582.5,50.25,0,1.7,1/25/2007
2583.5,50.9,0,1.7,1/26/2007
2584.5,50.43,0,1.7,1/27/2007
2585.5,50.7,0,1.7,1/28/2007
2586.5,50.3,0,1.7,1/29/2007
2587.5,50.63,0,1.7,1/30/2007
2588.5,50.43,0,1.7,1/31/2007
2589.5,50.63,0,1.7,2/1/2007
2590.5,50.01,0,1.7,2/2/2007
2591.5,49.24,0,1.7,2/3/2007
2592.5,49.29,0,1.7,2/4/2007
2593.5,50.48,0,1.7,2/5/2007
2594.5,49.3,0,1.7,2/6/2007
2595.5,51.41,0.1,1.7,2/7/2007
2596.5,49.03,0,1.7,2/8/2007
2597.5,45.91,0,1.7,2/9/2007
2598.5,40.97,0,1.7,2/10/2007
2599.5,37.55,0,1.7,2/11/2007
2600.5,21.99,25.6,1.7,2/12/2007
2601.5,15.92,32.29,1.7,2/13/2007
2602.5,16.68,32.03,1.7,2/14/2007
2603.5,17.23,31.99,1.7,2/15/2007
2604.5,18.42,31.12,1.7,2/16/2007
2605.5,17.71,32.51,1.7,2/17/2007
2606.5,16.56,33.29,1.7,2/18/2007
2607.5,16.08,33.7,1.7,2/19/2007
2608.5,17.57,33.35,1.7,2/20/2007
2609.5,15.19,34.27,1.7,2/21/2007
2610.5,18.06,30.65,1.7,2/22/2007
2611.5,40.28,9.9,1.7,2/23/2007
2612.5,51.85,0,1.7,2/24/2007
2613.5,45.57,0,1.7,2/25/2007
2614.5,41.67,0,1.7,2/26/2007
2615.5,42.49,0,1.7,2/27/2007
2616.5,47.75,0,1.7,2/28/2007
2617.5,48.34,0,1.7,3/1/2007
2618.5,47.77,0,1.7,3/2/2007
2619.5,48.96,0,1.7,3/3/2007
2620.5,49.32,0,1.7,3/4/2007
2621.5,49.12,0,1.7,3/5/2007
2622.5,49.93,0,1.7,3/6/2007
2623.5,49,0,1.7,3/7/2007
2624.5,49.44,0,1.7,3/8/2007
2625.5,48.97,0,1.7,3/9/2007
2626.5,49.3,0,1.7,3/10/2007
2627.5,47.81,0,1.7,3/11/2007
2628.5,48.95,0,1.7,3/12/2007
2629.5,48.69,0,1.7,3/13/2007
2630.5,49.67,0,1.7,3/14/2007
2631.5,49.61,0,1.7,3/15/2007
2632.5,49.76,0,1.7,3/16/2007
2633.5,48.94,0,1.7,3/17/2007
2634.5,50.4,0,1.7,3/18/2007
2635.5,21.56,29.47,1.7,3/19/2007
2636.5,22.87,26.7,1.7,3/20/2007
2637.5,34.57,15.58,1.7,3/21/2007
2638.5,49.27,0,1.7,3/22/2007
2639.5,48.62,0,1.7,3/23/2007
2640.5,50.7,0,1.7,3/24/2007
2641.5,47.54,0,1.7,3/25/2007
2642.5,50.2,0,1.7,3/26/2007
2643.5,48.81,0,1.7,3/27/2007
2644.5,50.69,0,1.7,3/28/2007
2645.5,70.49,0,1.7,3/29/2007
2646.5,70.82,0,1.7,3/30/2007
2647.5,68.57,0,1.7,3/31/2007
2648.5,69.16,0,1.7,4/1/2007
2649.5,67.58,0,1.7,4/2/2007
2650.5,68.31,0,1.7,4/3/2007
2651.5,67.28,0,1.7,4/4/2007
2652.5,66.67,0,1.7,4/5/2007
2653.5,50.76,0,1.7,4/6/2007
2654.5,48.06,0,1.7,4/7/2007
2655.5,48.69,0,1.7,4/8/2007
2656.5,48.49,0,1.7,4/9/2007
2657.5,32.56,17.51,1.7,4/10/2007
2658.5,52.33,0,1.7,4/11/2007
2659.5,50.08,0,1.7,4/12/2007
2660.5,50.35,0,1.7,4/13/2007
2661.5,50.24,0,1.7,4/14/2007
2662.5,49.5,0,1.7,4/15/2007
2663.5,50.34,0,1.7,4/16/2007
2664.5,49.91,0,1.7,4/17/2007
2665.5,44.88,0,1.7,4/18/2007
2666.5,44.59,0,1.7,4/19/2007
2667.5,43.22,0,1.7,4/20/2007
2668.5,43.51,0,1.7,4/21/2007
2669.5,40.61,0,1.7,4/22/2007
2670.5,42.77,0,1.7,4/23/2007
2671.5,42.6,0,1.7,4/24/2007
2672.5,42.92,0,1.7,4/25/2007
2673.5,44.61,0,1.7,4/26/2007
2674.5,42.52,0,1.7,4/27/2007
2675.5,42.42,0,1.7,4/28/2007
2676.5,43.24,0,1.7,4/29/2007
2677.5,43.47,0,1.7,4/30/2007
2678.5,44.28,0.04,1.05,5/1/2007
2679.5,39.33,0,1.7,5/2/2007
2680.5,42.42,0,1.7,5/3/2007
2681.5,42.47,0,1.7,5/4/2007
2682.5,42.06,0,1.7,5/5/2007
2683.5,41.36,0,1.7,5/6/2007
2684.5,40.75,1.2,1.7,5/7/2007
2685.5,41.67,0,1.7,5/8/2007
2686.5,42.35,0,1.7,5/9/2007
2687.5,18.88,24.92,1.7,5/10/2007
2688.5,27.99,15.26,1.36,5/11/2007
2689.5,43.87,0,1.7,5/12/2007
2690.5,46.27,0,1.7,5/13/2007
2691.5,44.05,0,1.7,5/14/2007
2692.5,43.11,0,1.7,5/15/2007
2693.5,45.18,0,1.7,5/16/2007
2694.5,45.02,0,1.7,5/17/2007
2695.5,43.06,0,1.7,5/18/2007
2696.5,43.06,0,1.7,5/19/2007
2697.5,42.72,0,1.7,5/20/2007
2698.5,34.13,0,1.7,5/21/2007
2699.5,42.78,0,1.7,5/22/2007
2700.5,42.34,0,1.7,5/23/2007
2701.5,42.89,0,1.7,5/24/2007
2702.5,41.78,0,1.7,5/25/2007
2703.5,42.99,0,1.7,5/26/2007
2704.5,43.58,0,1.7,5/27/2007
2705.5,43.26,0,1.7,5/28/2007
2706.5,44.19,0,1.7,5/29/2007
2707.5,43.14,0,1.7,5/30/2007
2708.5,44.23,0,1.7,5/31/2007
2709.5,42.42,0,1.7,6/1/2007
2710.5,43.07,0,1.7,6/2/2007
2711.5,20.48,22.8,1.7,6/3/2007
2712.5,42.44,0,1.7,6/4/2007
2713.5,43.23,0,1.7,6/5/2007
2714.5,41.8,0,1.7,6/6/2007
2715.5,43.09,0,1.7,6/7/2007
2716.5,44.44,0,1.7,6/8/2007
2717.5,57.4,0,1.7,6/9/2007
2718.5,59.25,0,1.7,6/10/2007
2719.5,58.64,0,1.7,6/11/2007
2720.5,44.91,0,1.7,6/12/2007
2721.5,47.01,0,1.7,6/13/2007
2722.5,68.73,0,1.7,6/14/2007
2723.5,78.84,0,1.7,6/15/2007
2724.5,114.25,0,1.7,6/16/2007
2725.5,115.25,0,1.7,6/17/2007
2726.5,115.28,0,1.7,6/18/2007
2727.5,115.89,0,1.7,6/19/2007
2728.5,116.42,0,1.7,6/20/2007
2729.5,92.96,22.49,1.7,6/21/2007
2730.5,82.3,31.85,1.7,6/22/2007
2731.5,116.55,0,1.7,6/23/2007
2732.5,116.53,0,1.7,6/24/2007
2733.5,117.44,0,1.7,6/25/2007
2734.5,129.04,0,1.7,6/26/2007
2735.5,129.36,0.16,1.7,6/27/2007
2736.5,129.72,0,1.7,6/28/2007
2737.5,131.81,0,1.7,6/29/2007
2738.5,129.67,0,1.7,6/30/2007
2739.5,130.66,0,1.7,7/1/2007
2740.5,130.91,0,1.7,7/2/2007
2741.5,109.52,0,1.7,7/3/2007
2742.5,96.34,0,1.7,7/4/2007
2743.5,101.53,0,1.7,7/5/2007
2744.5,102.93,0,1.7,7/6/2007
2745.5,89.22,0,1.7,7/7/2007
2746.5,86.81,0,1.7,7/8/2007
2747.5,88.74,0,1.7,7/9/2007
2748.5,86.96,0,1.7,7/10/2007
2749.5,98.15,0,1.7,7/11/2007
2750.5,112.18,0.01,1.7,7/12/2007
2751.5,109.88,0,1.67,7/13/2007
2752.5,113.11,0,1.7,7/14/2007
2753.5,118.65,0,1.7,7/15/2007
2754.5,116.98,0.11,1.7,7/16/2007
2755.5,116.27,0,1.7,7/17/2007
2756.5,115.75,0,1.7,7/18/2007
2757.5,114.45,0,1.7,7/19/2007
2758.5,116.43,0,1.7,7/20/2007
2759.5,116.39,0,1.7,7/21/2007
2760.5,117.6,0,1.7,7/22/2007
2761.5,113.98,0,1.7,7/23/2007
2762.5,101.07,0,1.7,7/24/2007
2763.5,96.82,0,1.7,7/25/2007
2764.5,53.9,33.81,1.7,7/26/2007
2765.5,84.61,0,1.7,7/27/2007
2766.5,85.83,0,1.7,7/28/2007
2767.5,88.5,0.07,1.7,7/29/2007
2768.5,85.84,0,1.7,7/30/2007
2769.5,86.59,0.04,1.7,7/31/2007
2770.5,88.3,0,1.7,8/1/2007
2771.5,86.89,0,1.7,8/2/2007
2772.5,86.7,0,1.7,8/3/2007
2773.5,86.43,0,1.7,8/4/2007
2774.5,86.81,0,1.7,8/5/2007
2775.5,87.34,0,1.7,8/6/2007
2776.5,87.53,0,1.7,8/7/2007
2777.5,85.58,0.04,1.7,8/8/2007
2778.5,88.73,0.04,1.7,8/9/2007
2779.5,81.75,0,1.7,8/10/2007
2780.5,80.14,0,1.7,8/11/2007
2781.5,79.79,0,1.7,8/12/2007
2782.5,79.85,0,1.7,8/13/2007
2783.5,80.15,0,1.7,8/14/2007
2784.5,74.37,0.02,1.69,8/15/2007
2785.5,73.05,0,1.7,8/16/2007
2786.5,71.17,0,1.7,8/17/2007
2787.5,74.26,0,1.7,8/18/2007
2788.5,73.21,0,1.7,8/19/2007
2789.5,74.73,0,1.7,8/20/2007
2790.5,72.56,0,1.7,8/21/2007
2791.5,74.19,0,1.7,8/22/2007
2792.5,71.29,0,1.7,8/23/2007
2793.5,68.72,0,1.7,8/24/2007
2794.5,72.09,0,1.7,8/25/2007
2795.5,71.1,0,1.7,8/26/2007
2796.5,72.37,0,1.7,8/27/2007
2797.5,70.39,0,1.7,8/28/2007
2798.5,68.47,0,1.7,8/29/2007
2799.5,70.56,0,1.7,8/30/2007
2800.5,67.49,0,1.7,8/31/2007
2801.5,69.8,0,1.7,9/1/2007
2802.5,70.44,0,1.7,9/2/2007
2803.5,63.98,0,1.7,9/3/2007
2804.5,58.97,0,1.7,9/4/2007
2805.5,57.15,0,1.7,9/5/2007
2806.5,56.31,0,1.67,9/6/2007
2807.5,57.01,0,1.7,9/7/2007
2808.5,54.72,0,1.7,9/8/2007
2809.5,55.75,0,1.7,9/9/2007
2810.5,56.51,0,1.7,9/10/2007
2811.5,50.26,0,1.7,9/11/2007
2812.5,40.99,0,1.7,9/12/2007
2813.5,39.94,0,1.7,9/13/2007
2814.5,44.33,0,1.7,9/14/2007
2815.5,41.53,0,1.7,9/15/2007
2816.5,41.41,0,1.7,9/16/2007
2817.5,36.85,0,1.7,9/17/2007
2818.5,40.29,0,1.7,9/18/2007
2819.5,40.88,0,1.7,9/19/2007
2820.5,41.17,0,1.7,9/20/2007
2821.5,37.72,0,1.7,9/21/2007
2822.5,33.62,0,1.7,9/22/2007
2823.5,34.44,0,1.7,9/23/2007
2824.5,37,0,1.7,9/24/2007
2825.5,34.83,0,1.7,9/25/2007
2826.5,35.32,0,1.7,9/26/2007
2827.5,36.23,0,1.7,9/27/2007
2828.5,38.47,0,1.7,9/28/2007
2829.5,36.08,0,1.7,9/29/2007
2830.5,36.1,0,1.7,9/30/2007
2831.5,35.15,0,1.7,10/1/2007
2832.5,35.65,0,1.7,10/2/2007
2833.5,34.91,0,1.7,10/3/2007
2834.5,35.53,0,1.7,10/4/2007
2835.5,35.18,0,1.7,10/5/2007
2836.5,36.88,0,1.7,10/6/2007
2837.5,36.87,0,1.7,10/7/2007
2838.5,36.59,0,1.7,10/8/2007
2839.5,33.53,0,1.7,10/9/2007
2840.5,32.3,0,1.7,10/10/2007
2841.5,35.21,0,1.7,10/11/2007
2842.5,35.83,0,1.7,10/12/2007
2843.5,33.29,0,1.7,10/13/2007
2844.5,35.12,0,1.7,10/14/2007
2845.5,35.76,0,1.7,10/15/2007
2846.5,36.3,0,1.7,10/16/2007
2847.5,35.22,0,1.7,10/17/2007
2848.5,34.68,0,1.7,10/18/2007
2849.5,34.03,0,1.7,10/19/2007
2850.5,34.46,0,1.7,10/20/2007
2851.5,34.55,0,1.7,10/21/2007
2852.5,34.53,0,1.7,10/22/2007
2853.5,15.56,20.45,1.7,10/23/2007
2854.5,11.66,23.71,1.7,10/24/2007
2855.5,12.71,22.96,1.7,10/25/2007
2856.5,19.05,15.4,1.7,10/26/2007
2857.5,15.61,22.72,1.7,10/27/2007
2858.5,17.19,19.14,1.7,10/28/2007
2859.5,19.63,16.85,1.7,10/29/2007
2860.5,13.43,20.51,1.7,10/30/2007
2861.5,14.42,18.41,1.7,10/31/2007
2862.5,20.46,12.42,1.7,11/1/2007
2863.5,16.89,17.46,1.7,11/2/2007
2864.5,14.23,19.4,1.7,11/3/2007
2865.5,14.75,18.21,1.7,11/4/2007
2866.5,17.11,15.37,1.7,11/5/2007
2867.5,13.66,18.21,1.7,11/6/2007
2868.5,16.42,16.55,1.7,11/7/2007
2869.5,13.87,19.74,1.7,11/8/2007
2870.5,12.39,20.75,1.7,11/9/2007
2871.5,9.38,22.08,1.7,11/10/2007
2872.5,16.19,12.48,1.7,11/11/2007
2873.5,16.52,15.97,1.7,11/12/2007
2874.5,15.07,17.07,1.7,11/13/2007
2875.5,16.93,14.91,1.7,11/14/2007
2876.5,12.83,20.7,1.7,11/15/2007
2877.5,16.57,15.3,1.7,11/16/2007
2878.5,16.2,17.25,1.7,11/17/2007
2879.5,13.29,20.17,1.7,11/18/2007
2880.5,11.05,23.68,1.7,11/19/2007
2881.5,11.84,21.85,1.7,11/20/2007
2882.5,10.31,23.58,1.7,11/21/2007
2883.5,10.03,22.27,1.7,11/22/2007
2884.5,12.17,20.63,1.7,11/23/2007
2885.5,12.04,21.28,1.7,11/24/2007
2886.5,11.52,21.84,1.7,11/25/2007
2887.5,16.1,17.4,1.7,11/26/2007
2888.5,16.16,14.31,1.7,11/27/2007
2889.5,17.17,14.22,1.7,11/28/2007
2890.5,14.14,17.95,1.7,11/29/2007
