$Flow file for segment 34,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,
JDAY,PH,Spill,Fish
2863.5,16.89,17.46,1.70
2864.5,14.23,19.40,1.70
2865.5,14.75,18.21,1.70
2866.5,17.11,15.37,1.70
2867.5,13.66,18.21,1.70
2868.5,16.42,16.55,1.70
2869.5,13.87,19.74,1.70
2870.5,12.39,20.75,1.70
2871.5,9.38,22.08,1.70
2872.5,16.19,12.48,1.70
2873.5,16.52,15.97,1.70
2874.5,15.07,17.07,1.70
2875.5,16.93,14.91,1.70
2876.5,12.83,20.70,1.70
2877.5,16.57,15.30,1.70
2878.5,16.20,17.25,1.70
2879.5,13.29,20.17,1.70
2880.5,11.05,23.68,1.70
2881.5,11.84,21.85,1.70
2882.5,10.31,23.58,1.70
2883.5,10.03,22.27,1.70
2884.5,12.17,20.63,1.70
2885.5,12.04,21.28,1.70
2886.5,11.52,21.84,1.70
2887.5,16.10,17.40,1.70
2888.5,16.16,14.31,1.70
2889.5,17.17,14.22,1.70
2890.5,14.14,17.95,1.70
2891.5,12.88,21.75,1.70
2892.5,12.42,21.31,1.70
2893.5,11.34,21.86,1.70
2894.5,12.30,20.70,1.70
2895.5,12.67,21.08,1.70
2896.5,13.46,20.67,1.70
2897.5,11.82,21.02,1.70
2898.5,13.90,9.14,1.70
2899.5,14.43,18.34,1.70
2900.5,14.08,18.72,1.70
2901.5,12.37,20.40,1.70
2902.5,11.97,20.74,1.70
2903.5,14.55,19.14,1.70
2904.5,13.27,19.70,1.70
2905.5,12.93,20.41,1.70
2906.5,14.28,19.48,1.70
2907.5,12.57,21.05,1.70
2908.5,15.24,16.08,1.70
2909.5,13.17,13.95,1.70
2910.5,14.66,15.07,1.70
2911.5,12.65,12.63,1.70
2912.5,12.59,16.34,1.70
2913.5,13.56,14.79,1.70
2914.5,13.82,15.49,1.70
2915.5,13.61,14.48,1.70
2916.5,14.29,15.19,1.70
2917.5,16.01,13.71,1.70
2918.5,26.79,3.93,1.70
2919.5,31.80,0.00,1.70
2920.5,31.57,0.00,1.70
2921.5,31.01,0.00,1.70
2922.5,31.56,0.00,1.70
2923.5,31.42,0.00,1.70
2924.5,31.18,0.00,1.70
2925.5,30.76,0.00,1.70
2926.5,21.08,0.00,1.70
2927.5,20.97,0.00,1.70
2928.5,26.12,0.00,1.70
2929.5,29.26,0.00,1.70
2930.5,29.20,0.00,1.70
2931.5,27.56,0.00,1.70
2932.5,30.45,0.00,1.70
2933.5,26.58,0.00,1.70
2934.5,28.01,0.00,1.70
2935.5,27.60,0.00,1.70
2936.5,27.82,0.00,1.70
2937.5,26.85,0.00,1.70
2938.5,27.58,0.00,1.70
2939.5,27.62,0.00,1.70
2940.5,28.30,0.00,1.70
2941.5,27.48,0.00,1.70
2942.5,27.89,0.00,1.70
2943.5,28.20,0.00,1.70
2944.5,26.32,0.00,1.70
2945.5,25.52,0.00,0.82
2946.5,23.92,0.00,1.39
2947.5,25.18,0.00,1.70
2948.5,25.79,0.00,1.70
2949.5,24.67,0.00,1.70
2950.5,23.55,0.00,1.70
2951.5,27.07,0.00,1.70
2952.5,26.84,0.00,1.70
2953.5,27.25,0.00,1.70
2954.5,27.64,0.00,1.70
2955.5,27.72,0.00,1.70
2956.5,24.12,0.00,1.70
2957.5,26.55,0.00,1.70
2958.5,26.35,0.00,1.70
2959.5,27.80,0.00,1.70
2960.5,28.24,0.00,1.70
2961.5,27.94,0.00,1.70
2962.5,28.62,0.00,1.70
2963.5,28.13,0.00,1.70
2964.5,17.61,9.14,1.70
2965.5,14.64,10.97,1.70
2966.5,13.41,13.21,1.70
2967.5,13.05,13.76,1.70
2968.5,13.60,12.49,1.70
2969.5,14.87,11.23,1.70
2970.5,15.34,10.72,1.70
2971.5,15.54,10.66,1.69
2972.5,15.21,10.41,1.69
2973.5,12.61,11.16,1.70
2974.5,14.78,11.68,1.69
2975.5,15.79,10.86,1.69
2976.5,15.52,11.11,1.69
2977.5,15.57,9.43,1.69
2978.5,17.66,8.43,1.69
2979.5,15.91,10.68,1.69
2980.5,15.82,12.48,1.69
2981.5,15.99,11.41,1.69
2982.5,15.85,11.39,1.70
2983.5,15.19,11.61,1.70
2984.5,15.54,11.21,1.69
2985.5,14.55,12.62,1.69
2986.5,18.88,8.67,1.69
2987.5,28.24,0.00,1.69
2988.5,28.19,0.00,1.69
2989.5,27.42,0.00,1.69
2990.5,28.25,0.00,1.70
2991.5,26.36,0.00,1.70
2992.5,27.35,0.00,1.70
2993.5,26.53,0.00,1.70
2994.5,29.03,0.00,1.70
2995.5,28.86,0.00,1.70
2996.5,28.66,0.00,1.70
2997.5,27.98,0.00,1.70
2998.5,28.16,0.00,1.70
2999.5,28.95,0.00,1.70
3000.5,27.77,0.00,1.70
3001.5,29.36,0.33,1.69
3002.5,25.46,0.00,1.25
3003.5,29.04,0.00,1.70
3004.5,27.67,0.00,1.70
3005.5,27.83,0.00,1.70
3006.5,24.53,0.00,1.70
3007.5,28.09,0.00,1.70
3008.5,27.32,0.00,1.70
3009.5,27.71,0.00,1.70
3010.5,25.60,0.00,1.70
3011.5,27.73,0.00,1.70
3012.5,26.28,0.58,1.70
3013.5,27.35,0.00,1.70
3014.5,27.87,0.00,1.70
3015.5,14.65,12.79,1.70
3016.5,23.27,6.68,1.70
3017.5,29.12,0.00,1.70
3018.5,26.63,0.00,1.70
3019.5,27.35,0.00,1.70
3020.5,28.67,0.00,1.70
3021.5,27.05,0.00,1.70
3022.5,27.64,0.00,1.70
3023.5,28.70,0.00,1.70
3024.5,27.93,0.00,1.70
3025.5,31.47,0.00,1.70
3026.5,32.01,0.00,1.70
3027.5,35.66,0.00,1.70
3028.5,33.82,0.00,1.70
3029.5,34.18,0.00,1.70
3030.5,32.75,0.00,1.70
3031.5,22.11,10.55,1.70
3032.5,31.74,0.00,1.70
3033.5,33.98,0.00,1.70
3034.5,30.93,1.90,1.70
3035.5,28.40,0.00,1.65
3036.5,28.14,0.00,1.69
3037.5,28.00,0.00,1.69
3038.5,25.68,1.60,1.70
3039.5,28.18,0.00,1.70
3040.5,28.15,0.00,1.70
3041.5,27.90,0.03,1.70
3042.5,29.31,0.00,1.70
3043.5,28.98,0.00,1.70
3044.5,28.33,0.00,1.70
3045.5,28.59,0.00,1.70
3046.5,28.17,0.00,1.70
3047.5,27.79,0.00,1.70
3048.5,27.37,0.00,1.70
3049.5,27.81,0.00,1.70
3050.5,30.07,0.00,1.70
3051.5,25.90,0.00,1.70
3052.5,27.91,0.00,1.70
3053.5,27.28,0.00,1.70
3054.5,28.57,0.00,1.70
3055.5,27.94,0.00,1.70
3056.5,27.60,0.00,1.70
3057.5,27.09,0.00,1.70
3058.5,29.64,0.00,1.70
3059.5,27.72,0.00,1.70
3060.5,27.67,0.00,1.70
3061.5,28.45,0.00,1.70
3062.5,27.09,0.00,1.70
3063.5,26.47,0.00,1.70
3064.5,40.57,0.00,1.70
3065.5,40.50,0.00,1.70
3066.5,40.67,0.00,1.70
3067.5,41.49,0.00,1.70
3068.5,43.10,0.00,1.70
3069.5,42.75,0.00,1.70
3070.5,23.48,15.42,1.70
3071.5,18.48,25.35,1.70
3072.5,45.60,6.48,1.70
3073.5,54.70,0.00,1.70
3074.5,55.59,0.00,1.70
3075.5,69.99,0.00,1.70
3076.5,68.38,0.00,1.70
3077.5,58.31,0.00,1.70
3078.5,56.87,0.00,1.70
3079.5,56.39,0.00,1.70
3080.5,58.13,0.00,1.70
3081.5,56.78,0.00,1.53
3082.5,56.11,0.00,1.70
3083.5,72.12,0.00,1.70
3084.5,98.18,0.00,1.70
3085.5,121.04,0.04,1.70
3086.5,120.39,0.06,1.70
3087.5,117.41,0.00,1.70
3088.5,119.79,0.00,1.70
3089.5,119.60,0.00,1.70
3090.5,118.97,0.00,1.70
3091.5,118.14,0.31,1.70
3092.5,118.00,0.00,1.70
3093.5,119.70,0.00,1.70
3094.5,117.60,0.00,1.70
3095.5,113.26,0.00,1.70
3096.5,113.73,0.00,1.70
3097.5,111.91,0.00,1.70
3098.5,100.31,0.00,1.70
3099.5,94.96,0.00,1.70
3100.5,70.59,17.23,1.70
3101.5,88.04,0.00,1.70
3102.5,92.20,0.00,1.70
3103.5,84.55,0.04,1.70
3104.5,88.63,0.00,1.46
3105.5,86.92,0.00,1.04
3106.5,84.76,0.00,1.70
3107.5,85.06,0.00,1.70
3108.5,86.08,0.00,1.70
3109.5,85.86,0.01,1.70
3110.5,86.69,0.00,1.70
3111.5,86.24,0.00,1.70
3112.5,86.71,0.00,1.70
3113.5,86.61,0.00,1.70
3114.5,87.72,0.00,1.70
3115.5,76.77,0.20,1.70
3116.5,88.35,0.00,1.70
3117.5,87.58,0.00,1.70
3118.5,87.76,0.00,1.70
3119.5,87.04,0.00,1.70
3120.5,88.48,0.00,1.70
3121.5,89.68,0.00,1.70
3122.5,87.44,0.00,1.70
3123.5,86.91,0.00,1.70
3124.5,87.55,0.00,1.70
3125.5,87.82,0.00,1.70
3126.5,74.40,0.00,1.70
3127.5,65.85,0.00,1.70
3128.5,64.39,0.00,1.70
3129.5,63.63,0.00,1.70
3130.5,63.64,0.00,1.70
3131.5,63.87,0.00,1.70
3132.5,64.12,0.00,1.70
3133.5,65.49,0.00,1.70
3134.5,65.12,0.00,1.70
3135.5,58.88,0.00,1.70
3136.5,54.59,0.00,1.70
3137.5,56.31,0.00,1.70
3138.5,54.81,0.00,1.70
3139.5,57.33,0.00,1.70
3140.5,56.66,0.00,1.70
3141.5,56.42,0.00,1.70
3142.5,56.34,0.00,1.70
3143.5,54.54,0.00,1.70
3144.5,49.41,0.00,1.70
3145.5,50.80,0.00,1.70
3146.5,47.89,0.00,1.63
3147.5,50.07,0.00,1.70
3148.5,46.89,1.26,1.70
3149.5,33.76,8.83,1.70
3150.5,43.73,0.00,1.70
3151.5,43.07,0.00,1.70
3152.5,43.72,0.00,1.70
3153.5,42.67,0.00,1.70
3154.5,42.96,0.00,1.70
3155.5,42.38,0.00,1.70
3156.5,42.76,0.00,1.42
3157.5,44.71,0.00,1.66
3158.5,43.07,0.00,1.70
3159.5,42.90,0.00,1.70
3160.5,42.21,0.01,1.70
3161.5,42.35,0.00,1.70
3162.5,43.67,0.00,1.70
3163.5,45.82,0.00,1.70
3164.5,44.08,0.00,1.70
3165.5,42.95,0.00,1.70
3166.5,42.56,0.00,1.70
3167.5,42.65,0.00,1.70
3168.5,43.96,0.00,1.70
3169.5,43.12,0.00,1.70
3170.5,43.31,0.00,1.70
3171.5,43.75,0.00,1.70
3172.5,42.75,0.00,1.70
3173.5,37.28,0.00,1.70
3174.5,35.79,0.00,1.70
3175.5,36.54,0.00,1.70
3176.5,36.27,0.00,1.70
3177.5,32.07,4.12,1.70
3178.5,36.46,0.00,1.70
3179.5,35.83,0.00,1.70
3180.5,36.76,0.00,1.70
3181.5,35.95,0.00,1.70
3182.5,40.94,0.00,1.70
3183.5,35.58,0.00,1.70
3184.5,36.49,0.00,1.70
3185.5,28.18,7.77,1.70
3186.5,36.21,0.00,1.70
3187.5,35.57,0.00,1.70
3188.5,36.35,0.00,1.70
3189.5,36.64,0.00,1.70
3190.5,35.37,0.00,1.70
3191.5,35.29,0.00,1.70
3192.5,29.51,0.00,1.70
3193.5,28.71,0.00,1.70
3194.5,29.32,0.00,1.70
3195.5,28.46,0.00,1.70
3196.5,29.58,0.00,1.70
3197.5,27.66,0.00,1.70
3198.5,28.42,0.00,1.70
3199.5,28.06,0.00,1.70
3200.5,28.24,0.00,1.70
3201.5,27.97,0.00,1.70
3202.5,28.98,0.00,1.70
3203.5,28.08,0.00,1.70
3204.5,29.46,0.00,1.70
3205.5,28.22,0.00,1.70
3206.5,28.48,0.00,1.70
3207.5,29.50,0.00,1.70
3208.5,28.74,0.00,1.70
3209.5,28.87,0.00,1.70
3210.5,29.25,0.00,1.70
3211.5,28.92,0.00,1.70
3212.5,28.29,0.00,1.70
3213.5,28.65,0.00,1.70
3214.5,30.05,0.00,1.70
3215.5,28.71,0.00,1.70
3216.5,28.85,0.00,1.70
3217.5,27.54,0.00,1.70
3218.5,26.77,0.00,1.70
3219.5,29.04,0.00,1.70
3220.5,28.38,0.00,1.70
3221.5,27.37,0.00,1.70
3222.5,28.07,0.00,1.70
3223.5,28.55,0.00,1.70
3224.5,28.22,0.00,1.70
3225.5,27.49,0.00,1.70
3226.5,28.03,0.00,1.70
3227.5,26.51,0.00,1.70
3228.5,25.95,0.00,1.70
3229.5,24.32,0.00,1.70
3230.5,28.09,0.00,1.70
3231.5,27.08,0.00,1.70
3232.5,25.72,0.00,1.70
3233.5,30.29,0.00,1.70
3234.5,28.45,0.00,1.70
3235.5,29.65,0.00,1.70
3236.5,28.83,0.00,1.70
3237.5,28.49,2.12,1.70
3238.5,30.66,0.00,1.70
3239.5,29.80,0.00,1.70
3240.5,28.67,0.00,1.70
3241.5,30.52,0.00,1.70
3242.5,30.59,0.00,1.70
3243.5,30.24,0.00,1.70
3244.5,30.93,0.00,1.70
3245.5,35.19,0.00,1.70
3246.5,28.72,0.00,0.61
3247.5,29.90,0.00,1.48
3248.5,29.11,0.00,1.70
3249.5,28.36,0.00,1.70
3250.5,29.38,0.00,1.70
3251.5,29.29,0.00,1.70
3252.5,24.06,5.61,1.70
3253.5,30.34,0.00,1.70
3254.5,30.95,0.00,1.70
3255.5,33.92,0.00,1.70
3256.5,33.16,0.00,1.70
3257.5,32.05,0.00,1.70
3258.5,17.19,13.88,1.70
3259.5,12.10,21.28,1.70
3260.5,12.22,19.34,1.70
3261.5,15.69,16.56,1.70
3262.5,32.52,0.00,1.70
3263.5,31.33,0.00,1.70
3264.5,29.46,0.00,1.70
3265.5,30.51,0.00,1.70
3266.5,28.28,0.00,1.70
3267.5,27.13,0.00,1.70
3268.5,27.40,0.00,1.70
3269.5,27.66,0.00,1.70
3270.5,26.97,0.00,1.70
3271.5,27.42,0.00,1.70
3272.5,23.84,0.00,1.70
3273.5,24.13,0.00,1.70
3274.5,24.24,0.00,1.70
3275.5,25.04,0.00,1.70
3276.5,24.49,0.00,1.70
3277.5,24.36,0.00,1.70
3278.5,24.00,0.00,1.70
3279.5,23.01,0.00,1.70
3280.5,23.99,0.00,1.70
3281.5,23.25,0.00,1.70
3282.5,21.22,0.00,1.70
3283.5,23.42,0.00,1.70
3284.5,23.02,0.00,1.70
3285.5,23.87,0.00,1.70
3286.5,25.21,0.00,1.67
3287.5,24.52,0.00,1.70
3288.5,24.76,0.00,1.70
3289.5,24.47,0.00,1.70
3290.5,25.84,0.00,1.70
3291.5,24.46,0.00,1.70
3292.5,24.98,0.00,1.70
3293.5,25.25,0.00,1.70
3294.5,24.21,0.00,1.70
3295.5,25.51,0.00,1.70
3296.5,25.36,0.00,1.70
3297.5,27.78,0.00,1.70
3298.5,26.00,0.00,1.70
3299.5,25.50,0.00,1.70
3300.5,26.02,0.00,1.70
3301.5,25.35,0.00,1.70
3302.5,23.22,0.00,1.70
3303.5,23.72,0.00,1.70
3304.5,23.77,0.00,1.70
3305.5,22.23,0.00,1.70
3306.5,22.19,0.00,1.70
3307.5,24.76,0.00,1.70
3308.5,20.35,0.00,1.70
3309.5,17.93,0.00,1.70
3310.5,17.95,0.00,1.70
3311.5,18.76,0.00,1.70
3312.5,20.31,0.00,1.70
3313.5,22.64,0.00,1.70
3314.5,21.71,0.00,1.70
3315.5,20.89,0.00,1.70
3316.5,20.09,0.00,1.70
3317.5,21.35,0.00,1.70
3318.5,21.47,0.00,1.70
3319.5,21.79,0.00,1.70
3320.5,21.75,0.00,1.70
3321.5,22.34,0.00,1.70
3322.5,24.01,0.00,1.70
3323.5,23.37,0.00,1.70
3324.5,22.29,0.00,1.70
3325.5,22.01,0.00,1.70
3326.5,21.38,0.00,1.70
3327.5,23.19,0.00,1.70
3328.5,22.22,0.00,1.70
3329.5,22.91,0.00,1.69
3330.5,22.04,0.00,1.69
3331.5,22.11,0.00,1.70
3332.5,16.90,0.00,1.70
3333.5,17.72,0.00,1.70
3334.5,19.71,0.00,1.70
3335.5,19.60,0.00,1.70
3336.5,17.89,0.00,1.70
3337.5,19.34,0.00,1.69
3338.5,20.87,0.00,1.52
3339.5,21.00,0.00,1.42
3340.5,22.02,0.00,1.47
3341.5,19.24,0.00,1.55
3342.5,14.69,0.00,1.58
3343.5,17.49,0.00,1.68
3344.5,20.16,0.00,1.70
3345.5,22.74,0.00,1.70
3346.5,21.66,0.00,1.70
3347.5,20.61,0.00,1.70
3348.5,17.50,0.00,1.70
3349.5,17.04,0.00,1.70
3350.5,15.14,0.00,1.70
3351.5,14.93,0.00,1.70
3352.5,17.77,0.00,1.70
3353.5,19.69,0.00,1.70
3354.5,21.08,0.00,1.70
3355.5,20.78,0.00,1.70
3356.5,18.89,0.00,1.70
3357.5,20.17,0.00,1.70
3358.5,20.45,0.00,1.70
3359.5,32.82,0.00,1.70
3360.5,33.68,0.00,1.70
3361.5,32.69,0.00,1.70
3362.5,34.27,0.00,1.70
3363.5,33.86,0.00,1.70
3364.5,34.88,0.00,1.70
3365.5,34.39,0.00,1.70
3366.5,35.13,0.00,1.70
3367.5,34.35,0.00,1.70
3368.5,32.72,0.00,1.70
3369.5,32.15,0.00,1.70
3370.5,33.82,0.00,1.70
3371.5,35.06,0.00,1.70
3372.5,34.73,0.00,1.70
3373.5,43.67,0.00,1.70
3374.5,45.14,0.00,1.70
3375.5,43.37,0.00,1.70
3376.5,41.37,0.00,1.70
3377.5,42.91,0.00,1.70
3378.5,44.40,0.00,1.70
3379.5,57.53,0.00,1.70
3380.5,56.74,0.00,1.70
3381.5,58.89,0.00,1.70
3382.5,56.48,0.00,1.70
3383.5,71.67,0.00,1.70
3384.5,34.45,56.82,1.70
3385.5,15.83,82.80,1.70
3386.5,15.15,82.80,1.70
3387.5,44.76,53.44,1.61
3388.5,95.61,0.00,0.77
3389.5,93.18,0.00,1.70
3390.5,95.90,0.01,1.70
3391.5,93.00,0.00,1.70
3392.5,96.40,0.00,1.70
3393.5,95.71,0.00,1.70
3394.5,94.67,0.00,1.70
3395.5,96.42,0.00,1.70
3396.5,94.96,0.00,1.70
3397.5,94.98,0.00,1.70
3398.5,96.39,0.00,1.70
3399.5,94.64,0.00,1.70
3400.5,91.01,0.00,1.70
3401.5,97.26,0.00,1.70
3402.5,97.17,0.00,1.70
3403.5,117.89,0.00,1.70
3404.5,133.15,0.05,1.70
3405.5,130.32,0.09,1.37
3406.5,126.46,0.81,1.70
3407.5,137.09,0.32,1.70
3408.5,132.67,0.46,1.70
3409.5,130.65,0.00,1.70
3410.5,129.17,0.00,1.70
3411.5,131.21,0.03,1.70
3412.5,133.48,0.12,1.70
3413.5,132.49,0.00,1.70
3414.5,126.86,0.13,1.70
3415.5,114.68,0.00,1.70
3416.5,116.44,0.00,1.70
3417.5,116.15,0.00,1.70
3418.5,113.10,0.00,1.70
3419.5,103.69,0.00,1.69
3420.5,113.86,0.00,1.70
3421.5,116.94,0.00,1.70
3422.5,107.19,7.33,1.70
3423.5,111.76,6.32,1.70
3424.5,115.66,0.28,1.70
3425.5,117.67,0.00,1.70
3426.5,116.11,0.00,1.70
3427.5,105.37,0.00,1.70
3428.5,101.43,0.00,1.70
3429.5,102.64,0.00,1.70
3430.5,98.28,0.00,1.70
3431.5,100.43,0.00,1.70
3432.5,103.15,0.00,1.70
3433.5,102.40,0.00,1.70
3434.5,104.40,0.00,1.70
3435.5,101.86,0.00,1.70
3436.5,100.94,0.00,1.70
3437.5,102.26,0.00,1.70
3438.5,100.97,0.00,1.70
3439.5,104.37,0.00,1.70
3440.5,101.92,0.00,1.70
3441.5,102.74,0.00,1.70
3442.5,105.05,0.00,1.70
3443.5,98.10,0.00,1.70
3444.5,88.00,0.00,1.70
3445.5,74.63,0.00,1.70
3446.5,71.80,0.00,1.70
3447.5,72.47,0.00,1.70
3448.5,72.27,0.00,1.70
3449.5,59.53,0.00,1.70
3450.5,26.73,0.00,1.05
3451.5,40.38,0.00,1.43
3452.5,49.07,0.00,1.70
3453.5,50.56,0.00,1.70
3454.5,51.54,0.00,1.70
3455.5,50.23,0.00,1.70
3456.5,49.55,0.00,1.70
3457.5,48.32,0.00,1.70
3458.5,70.95,0.00,1.70
3459.5,88.61,0.00,1.70
3460.5,86.99,0.00,1.70
3461.5,87.29,0.00,1.70
3462.5,83.38,3.93,1.70
3463.5,101.89,0.00,1.66
3464.5,111.54,1.55,1.69
3465.5,11.79,111.81,1.70
3466.5,13.39,105.81,1.70
3467.5,11.91,104.18,1.70
3468.5,43.43,73.88,1.70
3469.5,87.14,32.23,1.70
3470.5,145.37,0.53,1.70
3471.5,147.01,0.28,1.70
3472.5,148.90,0.21,1.70
3473.5,149.38,0.24,1.70
3474.5,147.86,0.68,1.70
3475.5,144.52,0.02,1.70
3476.5,143.60,0.00,1.70
3477.5,143.36,0.00,1.70
3478.5,137.21,0.10,1.70
3479.5,140.26,0.19,1.70
3480.5,138.98,0.49,1.70
3481.5,137.89,0.35,1.70
3482.5,141.35,0.71,1.70
3483.5,143.06,0.20,1.70
3484.5,139.79,0.13,1.70
3485.5,138.43,0.82,1.70
3486.5,140.23,0.21,1.70
3487.5,137.02,0.04,1.70
3488.5,137.01,0.10,1.70
3489.5,137.13,0.26,1.70
3490.5,136.21,0.00,1.70
3491.5,113.52,0.00,1.70
3492.5,138.52,0.00,1.70
3493.5,137.47,0.00,1.70
3494.5,139.53,0.00,1.70
3495.5,141.18,0.21,1.70
3496.5,108.43,30.99,1.70
3497.5,105.11,35.47,1.70
3498.5,137.51,0.04,1.70
3499.5,131.43,0.00,1.70
3500.5,136.41,0.00,1.70
3501.5,137.18,0.00,1.70
3502.5,126.37,0.00,1.70
3503.5,119.03,0.00,1.70
3504.5,120.28,0.00,1.70
3505.5,114.40,0.00,1.70
3506.5,123.21,1.20,1.70
3507.5,112.78,0.00,1.70
3508.5,113.11,0.00,1.70
3509.5,113.45,0.00,1.70
3510.5,112.46,0.00,1.70
3511.5,95.33,12.96,1.70
3512.5,109.15,0.00,1.70
3513.5,105.12,0.00,1.70
3514.5,96.68,0.00,1.70
3515.5,97.53,0.00,1.70
3516.5,89.97,0.00,1.70
3517.5,82.50,5.80,1.70
3518.5,76.83,11.19,1.70
3519.5,67.94,14.27,1.70
3520.5,78.05,7.84,1.70
3521.5,86.57,0.00,1.70
3522.5,87.31,0.00,1.70
3523.5,88.67,0.00,1.70
3524.5,88.69,0.00,1.70
3525.5,88.76,0.00,1.70
3526.5,90.06,0.00,1.70
3527.5,89.22,0.00,1.70
3528.5,89.24,0.00,1.70
3529.5,90.61,0.00,1.70
3530.5,88.55,0.00,1.70
3531.5,88.75,0.00,1.70
3532.5,75.52,0.00,1.70
3533.5,73.23,0.00,1.70
3534.5,73.79,0.00,1.70
3535.5,73.90,0.00,1.70
3536.5,74.33,0.00,1.70
3537.5,74.58,0.00,1.70
3538.5,73.67,0.00,1.70
3539.5,48.52,0.00,1.70
3540.5,48.95,0.00,1.70
3541.5,59.02,0.00,1.70
3542.5,58.93,0.00,1.70
3543.5,57.86,0.00,1.70
3544.5,58.27,0.00,1.70
3545.5,57.48,0.00,1.70
3546.5,52.73,0.00,1.70
3547.5,50.32,0.00,1.70
3548.5,50.59,0.00,1.70
3549.5,50.63,0.00,1.70
3550.5,43.80,0.00,1.70
3551.5,46.37,0.00,1.70
3552.5,47.84,0.00,1.70
3553.5,49.51,0.00,1.70
3554.5,50.16,0.00,1.70
3555.5,50.71,0.00,1.70
3556.5,49.47,0.00,1.70
3557.5,49.24,0.00,1.70
3558.5,49.80,0.00,1.70
3559.5,49.68,0.00,1.70
3560.5,50.41,0.00,1.70
3561.5,51.06,0.00,1.70
3562.5,63.63,0.00,1.70
3563.5,64.40,0.00,1.70
3564.5,64.60,0.00,1.70
3565.5,65.15,0.00,1.70
3566.5,65.72,0.00,1.70
3567.5,50.62,6.09,1.70
3568.5,48.11,14.47,1.70
3569.5,67.82,0.00,1.70
3570.5,64.45,0.00,1.70
3571.5,64.37,0.00,1.70
3572.5,64.22,0.00,1.70
3573.5,65.09,0.00,1.70
3574.5,57.31,0.00,1.70
3575.5,63.80,0.00,1.70
3576.5,66.25,0.00,1.70
3577.5,55.34,2.51,1.70
3578.5,51.91,0.00,1.70
3579.5,51.62,0.00,1.70
3580.5,51.31,0.00,1.70
3581.5,51.40,0.00,1.70
3582.5,51.20,0.00,1.70
3583.5,50.69,0.00,1.70
3584.5,51.70,0.00,1.70
3585.5,51.51,0.00,1.70
3586.5,51.38,0.00,1.70
3587.5,51.21,0.00,1.70
3588.5,51.80,0.03,1.70
3589.5,42.33,10.02,1.70
3590.5,39.94,11.44,1.70
3591.5,47.28,0.00,1.70
3592.5,52.84,0.00,1.70
3593.5,52.14,0.00,1.70
3594.5,52.13,0.00,1.70
3595.5,53.80,0.00,1.70
3596.5,53.28,0.00,1.70
3597.5,52.02,0.00,1.70
3598.5,55.23,0.00,1.70
3599.5,52.53,0.82,1.70
3600.5,50.86,1.68,1.70
3601.5,53.16,0.00,1.70
3602.5,52.43,0.00,1.70
3603.5,53.85,0.00,1.70
3604.5,52.03,0.00,1.70
3605.5,51.87,0.00,1.70
3606.5,54.05,0.00,1.70
3607.5,51.85,0.00,1.70
3608.5,51.44,0.00,1.66
3609.5,45.00,0.00,1.70
3610.5,51.11,0.00,1.70
3611.5,49.47,0.00,1.70
3612.5,50.58,0.00,1.70
3613.5,51.51,0.00,1.70
3614.5,50.91,0.00,1.70
3615.5,51.54,0.00,1.70
3616.5,52.80,0.00,1.70
3617.5,52.28,0.00,1.70
3618.5,52.33,0.00,1.70
3619.5,51.56,0.00,1.70
3620.5,53.12,0.00,1.70
3621.5,52.36,0.00,1.70
3622.5,50.67,0.00,1.70
3623.5,51.16,0.00,1.70
3624.5,52.56,0.00,1.70
3625.5,52.51,0.00,1.70
3626.5,52.93,0.00,1.70
3627.5,52.80,0.00,1.70
3628.5,52.25,0.00,1.70
3629.5,49.65,0.00,1.70
3630.5,50.23,0.00,1.70
3631.5,51.16,0.00,1.70
3632.5,53.22,0.00,1.70
3633.5,54.60,0.00,1.70
3634.5,50.50,0.00,1.70
3635.5,46.32,0.00,1.70
3636.5,50.71,0.00,1.70
3637.5,51.86,0.00,1.70
3638.5,47.65,0.00,1.70
3639.5,53.40,0.00,1.70
3640.5,51.80,0.00,1.70
3641.5,54.03,0.00,1.70
3642.5,50.96,0.00,1.70
3643.5,38.94,12.09,1.70
3644.5,44.60,7.41,1.70
3645.5,47.62,0.00,1.70
3646.5,48.63,0.00,1.70
3647.5,44.97,0.00,1.70
3648.5,51.23,0.00,1.70
3649.5,51.08,0.00,1.70
3650.5,52.88,0.00,1.70
3651.5,51.28,0.00,1.70
3652.5,52.11,0.00,1.70
3653.5,53.08,0.00,1.70
3654.5,50.39,0.00,1.70
3655.5,51.66,0.00,1.70
3656.5,51.86,0.00,1.70
3657.5,46.38,0.00,1.38
3658.5,44.39,0.00,1.70
3659.5,43.72,0.00,1.70
3660.5,45.09,0.00,1.70
3661.5,43.84,0.00,1.70
3662.5,43.96,0.00,1.70
3663.5,43.70,0.00,1.70
3664.5,44.17,0.00,1.70
3665.5,43.24,0.00,1.22
3666.5,41.53,0.00,1.70
3667.5,42.89,0.00,1.70
3668.5,43.53,0.00,1.70
3669.5,41.98,0.00,1.70
3670.5,42.11,0.00,1.70
3671.5,37.64,0.00,1.70
3672.5,37.47,0.00,1.70
3673.5,31.94,0.00,1.70
3674.5,39.36,0.00,1.70
3675.5,39.11,0.00,1.70
3676.5,35.32,0.00,1.69
3677.5,39.91,0.00,1.70
3678.5,40.51,0.00,1.70
3679.5,40.24,0.00,1.70
3680.5,44.46,0.00,1.70
3681.5,43.54,0.00,1.70
3682.5,43.26,0.00,1.70
